steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy
30965	1	3180.6516521	2005.32088054	2001.91926157	9.38391307583	2027.0013129276344	1994.553063978947	77600.0977809	2.17936044126
31929	24	3189.84926391	1914.53076926	1904.10682853	60.2796836263	2021.661417408161	1843.643993155548	81696.7339155	2.17925861112
31679	13	3194.7493639	1984.96680678	1995.41349151	45.5818739881	2035.5316036209595	1915.2743478490875	78694.6558821	2.17932958543
31376	2	3196.16880488	1975.32393619	1971.99277644	20.6726018225	2017.057041700208	1945.7912710970663	80039.0774841	2.17928816891
31936	26	3202.74529696	1956.75629501	1964.59186061	49.4134509947	2021.6843819172004	1887.827619603854	81323.2265716	2.17925746253
31426	5	3202.93546391	1987.49983544	1982.10862053	36.7054611569	2043.650753650387	1945.2154227360497	79530.246025	2.17931509698
31501	9	3203.39205909	1973.6265073	1963.96020969	39.4740578338	2027.4083884081433	1929.5024411210318	79940.7909342	2.17934855021
31745	15	3203.79085302	2042.72103546	2047.49360524	20.6136583141	2073.811838217383	2013.018741048211	79564.9784022	2.17926451143
31419	4	3204.01739597	1966.12050237	1961.94564668	38.1267680947	2019.2907515572006	1909.4384551352089	79566.9207082	2.17932100661
31432	6	3204.37891889	1965.06663645	1954.53466016	32.1648484817	2022.1275095448802	1922.0990103933868	79371.5003177	2.17935617859
31834	18	3205.02236795	2008.15286305	2005.28635696	13.4730807101	2028.876294430368	1986.6068371566028	79649.2036107	2.1793401979
31918	22	3205.10278702	1947.38667317	1951.64608017	54.5992113657	2025.412417968411	1880.5847709614754	81236.7869304	2.1792294341
31516	11	3205.75487208	1976.51292034	1969.89537547	17.9748157853	2011.5631704108787	1955.500587445322	79797.9437406	2.17933013969
31922	23	3206.853302	1952.5685377	1942.86706729	38.6106755606	2029.4835656510238	1908.9642790186347	80629.0571612	2.1792701446
31477	7	3208.77487993	1946.95075809	1951.10819099	50.8120180338	2026.901729584406	1879.295830784671	79865.2757582	2.17934957403
31494	8	3210.75144005	1963.20388346	1954.98216902	29.1178847318	2026.154921341656	1934.4750589638904	80183.0329587	2.17925686894
31953	27	3211.42605591	1991.76497848	1989.42200056	18.9781536047	2020.0995946124813	1971.2432482941188	82019.1272672	2.17928944292
31889	20	3212.11999393	1998.1477218	2006.05665484	19.036175692	2020.5230806596169	1960.8219415782341	81061.110723	2.17927741196
31410	3	3214.62354898	1981.87898886	1982.71429148	27.3822322479	2029.5694057003661	1950.989508407419	79915.4473382	2.17930142762
31852	19	3215.24416494	1948.4517603	1944.97888182	49.4579980074	2029.9863839515303	1891.0576977518467	80665.5493616	2.17935945195
31502	10	3215.65681601	1971.77517422	1960.52513087	23.3384064204	2022.3493059621328	1954.6426837859924	80011.0031161	2.17929726109
31891	21	3217.25408888	1973.86374975	1959.65361071	25.0981863926	2016.3921372438892	1952.3707865256022	81151.1225839	2.17926417836
31696	14	3218.5267849	1975.7746423	1973.23154271	31.1243901461	2027.2891254650588	1935.67925372549	82016.1910353	2.17926168652
31522	12	3223.2781539	2041.59114052	2044.11726568	7.05366031364	2048.7624288215316	2027.0848482008134	80242.7198109	2.17934721496
31984	31	3223.98158789	1954.40466673	1935.85392771	37.6497041626	2016.7877774670274	1916.9474297683505	83837.5821017	2.17922395969
31983	30	3224.13407087	1926.05743364	1911.83479017	45.8160798242	2015.3405710027644	1883.8485258708156	83181.6171503	2.17928290735
31931	25	3225.46345401	1968.58410196	1961.61018375	25.5080318082	2020.3127519499076	1945.2559291374293	81702.5252747	2.17922065683
31829	17	3227.202842	1966.12687772	1949.93668083	44.1805889648	2041.030713710257	1926.6611617721464	82575.759766	2.17926054713
31980	29	3232.89024997	2012.32667727	2014.84044326	21.6083731978	2042.7889404244204	1972.9093051447392	83343.9684394	2.17918088097
31954	28	3233.1060791	1928.15263214	1906.50117297	46.3667398242	2015.716685854587	1886.5781589970752	82480.8281784	2.17929807689
