steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy
31656	3	6319.95754695	2104.4235461	2095.55388617	56.8644090226	2211.973489726713	2045.9314030008527	13.0007087995	2.18940875566
31738	6	6341.09217691	2119.6222876	2121.22601599	36.8351542475	2175.374110946501	2067.3473454345626	12.9877689256	2.18942502119
31921	24	6348.2689898	2100.06401324	2102.10788692	19.0271053162	2125.7456624551714	2068.7799733674874	12.9353215111	2.18942520761
31869	14	6351.37495184	2074.63867104	2067.40342753	28.4125120099	2133.1440408496355	2044.70289014792	12.9539888251	2.18942149767
31912	22	6357.56323886	2092.56707705	2099.17525126	24.7000514719	2119.995834435419	2052.4822142576745	12.9169602096	2.18943095867
31857	13	6358.18240499	1998.37675728	1986.1178329	33.5074330214	2060.1953491890727	1965.280159084272	12.9780714536	2.18941647727
31945	26	6361.471524	2098.6895327	2097.43352152	19.7179958625	2137.936366562543	2071.2248163762024	12.9302038287	2.18945115648
31903	20	6368.87907696	2081.69474435	2071.85183126	32.1081317421	2148.9301677440535	2052.184852547857	12.9748498147	2.18943281373
31870	15	6369.97300601	2112.01183901	2116.09823849	40.220484339	2178.6794180167494	2058.860396607565	12.9354202556	2.18941954506
31993	30	6390.8503809	2078.04097691	2070.43918225	22.8453559783	2117.333099869234	2053.94976578865	12.9143459684	2.18949940616
31743	8	6391.07451582	2041.19802962	2039.22657295	9.87593306545	2060.35586652357	2027.8518521612189	12.9632429233	2.18940986049
31880	18	6402.96851492	2110.45584928	2115.01602926	15.5034423461	2127.6440767596764	2081.0221690738185	12.9342524891	2.18943051326
31943	25	6411.81475902	2065.07066305	2060.63322377	21.4793553175	2092.250627090546	2026.7906242533509	12.9020550203	2.1894768766
31990	29	6421.60828686	2093.54140068	2082.53133949	31.2121578844	2148.536523674622	2055.0432456080184	12.9422267999	2.18947249241
32000	32	6464.24878788	2098.81992736	2092.92525683	34.2723324754	2152.4482072086876	2053.171352579879	12.9165420339	2.18949143245
