steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy
31517	7	3180.80337596	1938.03656699	1929.71266501	55.5727960193	2047.6473378196538	1886.8274772569862	79940.1983177	2.17870530919
31300	2	3183.54536605	1895.86602516	1881.25233469	79.6391863962	2037.5770208092895	1800.7121296721978	78425.585333	2.17875551297
31448	6	3184.02471209	1974.57693273	1962.3129922	57.6428369213	2059.80353970075	1907.2991535488268	78927.3718384	2.17877209036
31585	8	3192.44005013	1989.79446121	1985.59061163	28.5895224111	2047.944459153823	1954.7332864954178	79336.5374934	2.17871714188
31125	1	3194.31964207	1938.33071665	1930.66372369	61.3028766596	2051.86208078001	1862.258218050677	77782.3489017	2.1787985681
31423	5	3194.86825299	1929.70610016	1932.56449865	84.798880167	2044.914387574057	1819.92481427225	79794.1595307	2.17874687334
31620	10	3195.40896606	1951.12622492	1942.96035637	49.3146437994	2034.2351486128618	1882.637722325739	80224.2052638	2.17877512677
31695	16	3195.67056894	1970.93918896	1954.55735485	33.7094093542	2034.2786500235534	1940.564807587308	80566.3095743	2.17873949382
31405	4	3197.51495814	1926.8250204	1924.33232585	76.4110351412	2049.9045391387876	1829.945484288952	78896.9543542	2.17880959033
31640	11	3202.51385212	2021.57817941	2028.05411664	44.6438328555	2076.193635708326	1961.1958828635102	79732.7011806	2.17872024185
31599	9	3205.75674701	1956.44798885	1958.31208981	54.420111935	2046.1738891934233	1884.0085674535103	80367.2244278	2.17875508714
31377	3	3207.88174915	1972.66369564	1980.97434548	66.9004744467	2053.9402172382083	1872.5378644077841	80671.5861485	2.17878704193
31710	17	3212.44393611	1951.39729196	1940.59250401	48.9662519051	2040.9179742065458	1881.6816316678426	80526.5288429	2.17874635652
31684	15	3222.15346408	1954.94089236	1955.46058078	52.1705106834	2039.1781731123328	1884.3209120944102	81171.8249352	2.17871863292
31845	20	3223.39073896	1892.59243086	1864.76178284	75.6766042022	2032.6712192729779	1815.6208530143972	82078.9713641	2.17879552816
31864	22	3226.52488303	2008.22148841	2008.79902836	28.5082875537	2051.2305853310327	1972.1994421859508	83644.3902449	2.17874374519
31764	18	3227.90984011	1936.66029438	1932.31173894	67.7596290524	2049.3626835350424	1851.1767091637482	80824.1567244	2.17881936988
31666	12	3228.30054903	1979.06288173	1965.87158636	40.3234849902	2047.2720685856893	1933.1765479395433	81981.4044247	2.17878999604
31814	19	3232.08464503	1964.4210386	1950.64553362	57.7221968441	2048.277825499383	1898.0805653530376	82959.0799757	2.17876039696
31855	21	3233.41662812	1955.52193593	1949.39872502	56.4384802518	2040.504438879504	1875.5463843150258	83888.2264019	2.17873796333
31967	28	3234.86909795	1955.8834473	1939.14194953	48.4353088009	2037.3579388985845	1893.3183041987008	84972.1847008	2.17872514103
31674	14	3241.78267908	1940.23759909	1925.06707489	48.6486186453	2033.7302276980488	1894.695449496034	82827.2845527	2.17872722683
31887	24	3249.12161994	1944.39366776	1948.59714402	71.2894578239	2049.241112320769	1852.3046472298902	84519.5367156	2.17870856666
31667	13	3249.94209695	1944.82432774	1931.84788489	57.523522722	2041.4495883973411	1865.6921875730982	81889.7556385	2.17879539596
31960	26	3262.45713997	1954.33653734	1956.75655221	57.5593662999	2048.4202692991257	1883.2904165088025	86243.2764088	2.1786849784
31878	23	3268.27632308	1924.14637014	1908.80548391	68.7903579329	2028.5713950049671	1851.415914362214	85431.4617259	2.17866671552
31943	25	3268.33860803	1996.06007965	2006.37931809	42.8852738238	2053.281889417606	1921.9646862211134	86266.8092295	2.17865545124
31964	27	3272.47607303	1967.05245917	1959.09229074	46.2326080702	2040.5978789196154	1909.7409384206724	85528.8938594	2.17873220883
31993	31	3277.05891109	1939.38752766	1921.96627677	59.6566821954	2039.4878856538885	1873.6517179488205	86897.3977629	2.17868599773
31986	30	3278.59021711	1938.99446672	1930.46265486	63.2811928947	2036.4189972679783	1852.426565025711	86497.5572746	2.17872723019
31984	29	3280.678967	1911.84291683	1897.93097122	64.6940680725	2034.4790499169853	1843.314164160709	86670.8815671	2.17874115072
32000	32	3282.48614812	1951.21753803	1931.51237644	62.8911668316	2057.328278288082	1883.6588185604228	87836.1602824	2.17869086667
59250	35	6400.06562614	1766.58418234	1763.95351461	26.0931216705	1803.5985255683652	1729.9817882216298	333507.970434	2.9772792292
58908	34	6409.14711714	1844.46286313	1856.92942437	33.4450852813	1888.4558465130642	1789.0487649394088	331658.015452	2.97736804055
61068	44	6409.53326702	1807.20174284	1803.183291	32.7312845767	1858.7481154327627	1765.5509122101962	357166.396489	2.97665038169
59804	36	6412.96143794	1843.200647	1836.22501554	13.3469892371	1865.5068923361923	1829.1335307358004	341016.215636	2.97710041334
60612	41	6413.68710208	1805.73973984	1797.55566684	35.4636833521	1865.6040613210098	1767.8547032167683	349330.282241	2.97688046484
60359	40	6415.69699216	1874.91734694	1878.89307167	28.4567640144	1914.9722737811549	1827.0334527186815	346534.404699	2.9768581027
59971	37	6416.13353205	1862.94327806	1861.56846719	32.4578715568	1930.713873622276	1818.2369521611838	342675.349472	2.97702192534
58771	33	6417.11834097	1829.16404781	1822.33858437	19.1619809116	1865.6058189639052	1808.779226664852	332012.878733	2.97717153857
60252	39	6418.85432816	1774.73315543	1771.41217078	16.2671155274	1806.400876517904	1751.080808631072	345104.585321	2.97703513235
60164	38	6421.58612609	1771.38302856	1776.78015848	15.4714685839	1798.7799022604013	1750.534824047173	344772.565354	2.97690301908
62388	48	6433.62888503	1876.87023342	1863.46038489	64.1878576928	1982.0800564399894	1805.0322904191125	378456.224557	2.97604262806
62403	49	6433.83103013	1891.31168259	1888.82470032	17.6388778648	1916.9786798038251	1870.446106619012	377858.397161	2.97621667174
60938	42	6435.48830605	1845.6501546	1839.40720027	53.9491326628	1936.82159521534	1771.2204570705294	354645.63351	2.97664759807
62573	51	6441.075104	1850.52035431	1853.05661473	18.642264864	1883.116915994302	1813.9975155973561	383747.949801	2.97599427885
60985	43	6441.62246394	1836.84944893	1833.68522323	20.6289948159	1864.3140093996963	1800.4069370087084	356941.216651	2.97658058566
62617	52	6462.00808811	1847.21675807	1842.86191374	13.7424106817	1877.596892770371	1834.2672115142796	383920.069577	2.97604165782
61573	45	6463.54864407	1802.28952292	1800.99419836	29.4643456774	1843.902403352253	1757.093324254747	364361.113969	2.97650133792
62719	53	6464.00512409	1810.98742484	1800.91303725	41.9507281352	1882.6204757642336	1757.474270525734	385952.706406	2.97589240089
62988	54	6464.50129414	1826.4963074	1816.83465198	27.8948187403	1878.2784955737377	1792.3978851466557	394883.247608	2.97557715208
63258	55	6464.71260595	1809.73628903	1795.94295206	28.518164346	1850.2868333566926	1779.3350862717268	400752.170075	2.97561326908
62158	46	6473.05788898	1761.41784528	1770.85544672	25.8637326632	1798.5093284437428	1724.617535922177	374538.314541	2.97628511011
62201	47	6476.93736005	1789.00766486	1787.97034618	38.9971824554	1848.040082235048	1743.7574810308217	374992.185562	2.97609600044
62429	50	6486.02320099	1786.9020954	1781.2884297	27.0753613886	1837.6955016857153	1753.3065366540138	378744.052443	2.97624024314
63330	56	6492.51462293	1808.26980631	1810.25551379	21.6302361016	1836.4700863869791	1778.798832333659	404783.758139	2.9752718227
